Product_Reporting,Visitor_ID,State_Code
Refinance,522624532676988334_3000280326173712300,6
Refinance,2185916910641495544_5910282378381242097,13
Refinance,7926677849998221799_7028233245694184780,40
Purchase,5173952272726902028_6388626331662726565,18
Refinance,5173952272726902028_6388626331662726565,18
Refinance,1445495391271663332_3624395397559752977,42
Refinance,8778228031331974318_2647639046819475403,47
Refinance,7362340654985332083_4796565552355401004,41
Refinance,418127413110473723_7134393307631774554,42
Refinance,5567275635060898077_208024117573990552,12
Refinance,954043529222320345_3897758688128786199,42
Refinance,4220704756981530318_4864700822178095540,6
Refinance,3110036295498093643_6400694584439857219,48
Refinance,3232186944614696258_9125800412762156690,11
Personal,972117636946782396_5505622456583541774,40
Home Equity,7511904660998044141_6211524904284995100,3
Home Equity,4740693898156752865_2267090436574389366,12
Refinance,5289403257231667872_3310381250322131013,8
Purchase,7995208761697768002_8200695446311153584,6
Refinance,8130514236568514293_8513489590239071548,18
Refinance,6325087112971179750_4028387156159286656,36
Refinance,5104244139745205941_2720054770045758465,48
Refinance,4467324744965186020_3975164921453009262,48
Refinance,6631430807300583454_2966858528035769140,26
Refinance,6904833948168021853_3640242476927468823,53
Refinance,2239221854714660619_2978355483353454238,12
Refinance,7419146493865518530_149184223593544275,25
Refinance,5495445640173993045_5064887004897346354,19
Refinance,5956631446447710259_1822202461105210989,12
Refinance,4907317198421925460_7913516762626610625,51
Refinance,2723671904685912877_7734410281611881106,47
Refinance,2262715795437264472_2428007537871973437,36
Refinance,800032771740035839_220644634511771859,36
Personal,2194501355508092015_6335876848329150733,13
Refinance,8288257058203158425_7272517937575537995,3
Refinance,1657350823063258532_1361257485910808088,6
Refinance,6012049094345468496_144199845061378595,48
Refinance,5950506639880374031_7457217881459484241,32
Refinance,3052805617827090791_5262341874529622141,12
Refinance,148729169100277330_6058907148227367373,26
Refinance,194951298945475726_3309446183978705117,6
Refinance,8999458858254832978_393218186678580878,45
Refinance,921489036605120781_1175849102830317059,48
Purchase,4964712846707610817_4385032648368694519,42
Refinance,2701028100458358960_4163764642654410594,42
Refinance,7519518050470743551_771519541924056540,1
Reverse Mortgage,4189363674583694986_6604886547051293602,12
Refinance,3358491745767885492_3389168183498134977,6
Refinance,2534716447821473519_4738146040967543931,48
Refinance,6382817703548835577_8035068880959680826,12
Refinance,1410183677841199300_6456376672353715152,29
Refinance,8035606705764066708_4178687948575556850,51
Refinance,6122483148146860405_2539886767503032892,1
Personal,7767854360601573441_7582368385040513999,37
Refinance,8466149950188986025_868450594834573109,48
Home Equity,8262386038806620856_3177801431871472976,4
Refinance,8784706833790199316_777632945405188917,12
Refinance,1392955554547450037_5906775054397453804,48
Personal,6616931615335333620_4478256965980758988,36
Refinance,6498566838077595661_6801687106881429909,48
Refinance,4408400611447105441_142220263451512556,36
Personal,8487745208411364191_421980038485236197,48
Personal,1283272405159054529_6523520990959461788,6
Refinance,4625482484103431279_6100084294467981526,1
Refinance,7405118235110832912_485529501768851299,13
Home Equity,2348455874224366711_9202860919506362358,26
Home Equity,8932545513753875143_7491578377290087089,48
Refinance,3554418919818308630_9006311762925013436,53
Refinance,5272639806555418271_2014356323202659638,25
Refinance,8620502161829741624_1319899345960554575,31
Refinance,6970939143770847394_6717926598016095022,37
Refinance,5204658835403776144_9185725593527873647,29
Home Equity,8149594418811785871_5590248257188610550,48
Refinance,9361496142858946_8035963284617740810,27
Refinance,8960132417094378275_6499762445625230930,12
Refinance,3681458765103832885_2769821816565012674,12
Personal,7166107584379747314_958142937364050771,48
Refinance,4691893703117858243_4358892470465758302,6
Refinance,2137562802224885793_2421699181394862120,51
Refinance,5485268269362510669_9168303566221623376,39
Refinance,8888863445737155606_5548070392410517652,6
Personal,753408989790240500_8255986715856103639,12
Refinance,1797605552538739802_7228186458110501702,6
Reverse Mortgage,5207389313790532891_7222161661996333190,34
Refinance,826291172524068750_7232496426415129587,6
Refinance,4616606784161286814_8051226031678324847,17
Home Equity,7637971240681235030_3960093820278075782,48
Refinance,1356865230170484847_1552420814789244775,48
Refinance,5547878667486263461_5964466819336531182,34
Refinance,1277846333510556009_906717433829886483,37
Refinance,2005337923595841141_9177922373404317617,38
Personal,8466766133314285444_6254564608723329957,39
Refinance,902317016296024305_8697639646197526867,28
Refinance,5250186425613334689_2132467556088504328,6
Refinance,86204218778849917_6883939581807571839,12
Refinance,9153004588675182926_4427510937865843209,9
Home Equity,3657185130062290981_6312241354310153876,34
Purchase,2533738745493035273_9116158178763969337,51
Home Equity,5948444185022357619_7492696215070846586,12
Refinance,188318096931937892_1759448232639233821,13
Refinance,1633687458623979414_1659687046795885988,27
Refinance,2576109861376804574_5110110906310758813,34
Refinance,8539137145768018648_7041805616743744071,51
Refinance,8268693885218928412_51972935563767101,51
Refinance,9069118333158256622_4329206839665164094,36
Refinance,8681380890487617812_1981151069941623703,6
Refinance,2607691306343555207_3987697944014771407,17
Refinance,6308863615844442213_6354823274814507325,6
Refinance,7720180232987974103_2359660673211062943,6
unknown,1000661814090644596_5050153503035421626,36
unknown,1075639675467301066_457664108053406633,48
unknown,1219522489778642733_1386322738444828135,6
unknown,1298979721780047145_1210893442015255816,42
unknown,1396337428546739910_867116675158773989,6
unknown,1404960445262928425_4705800108145448209,17
unknown,1651231931911442585_1575335956093362037,6
unknown,1664147371162135963_3239400635483395962,48
unknown,1842451956639101484_5137336431818339619,12
unknown,2035653819265196601_8425132532123756489,25
unknown,2048047185386803096_3272841136030543275,39
unknown,221312459478362543_6102871845478134057,36
unknown,2438747663506646266_5054925011579548468,8
unknown,2472963607539453336_6646227762961088806,25
unknown,2514371749242633125_4018897162808281217,53
unknown,2520130507857258997_8502321717485399347,34
unknown,2674280417477001743_2691802032691052156,6
unknown,2684661472826126399_263999529301081341,53
unknown,2692578012194951588_6276716342313568070,25
unknown,2767522919872858211_3204255062028965774,27
unknown,2860318570882584776_5911465477058857265,17
unknown,3273872831339052563_3125653159639017477,18
unknown,3274725378919344543_8817122933379506078,13
unknown,3413740256874720744_883286330687145388,6
unknown,3415957749234614682_3441567386539209285,36
unknown,3630963053327509052_7026945843598520383,17
unknown,3805278295814593122_9089145756978752959,25
unknown,3859243541246622067_4338956317782679600,17
unknown,4063481707605442068_8793512325948744633,36
unknown,4227284441798164843_6630556432391638116,6
unknown,4227332127041965417_6043006338200626122,12
unknown,4297303823039787931_3850119827037078065,26
unknown,4307612600170293908_6612624720607442091,25
unknown,4374872980317532121_5085460458636851755,6
unknown,4392469338515127985_5242147989015200963,17
unknown,4411942205241564003_4288375318925184306,6
unknown,4680469546989884624_3726853942361038695,17
unknown,5064822884289763369_6002689227356336342,25
unknown,5085991329877416594_8138392420720479188,8
unknown,5121880137813352406_3580683600001849777,53
unknown,5396839333747461999_526189557230637775,25
unknown,5411708700560429261_8859328315083739733,25
unknown,5492219114963858000_7293119929290246110,6
unknown,5537952167811966210_854139303704088920,27
unknown,5677114001317156297_7517155338762945467,6
unknown,5747589019818785320_4758314275676675224,48
unknown,5760281812634657084_7789559374073433534,6
unknown,5772546372181005833_8511499184037244452,48
unknown,613333825546119171_6898912385942946931,6
unknown,6338824376216731446_654554360246069049,26
unknown,646475848426067215_3616279622162263021,6
unknown,6482266769414841148_3487598220187556529,17
unknown,6705051711700393737_4555932104130340029,48
unknown,6747014859030104441_1886585359954808216,6
unknown,6776312253157333209_2474746805639705403,6
unknown,6933516079172603116_5236376760022074882,6
unknown,6977289980301003888_456181086084869734,25
unknown,6985658163908178749_8013154161453438940,26
unknown,7024438984813604346_6083870078101310891,6
unknown,7118055239882678955_6718482607282597391,6
unknown,7125679227506968319_8980182309527259839,53
unknown,7134316296323863574_6923006057418260328,6
unknown,7148714906553909456_2873601662656691220,36
unknown,7224079100925468145_7656756337302687735,6
unknown,7580223076035343958_7029098943364194863,48
unknown,761437501627568279_1683664479783858319,47
unknown,8254950176619503403_5522993443323713925,6
unknown,8375958975921150427_1747965066827093821,25
unknown,8467521261787846065_7980328595803257183,18
unknown,8604005366127783019_433425353650554419,55
unknown,8671038264049023237_8375694961830664259,53
unknown,8722966195573250950_4397773444717553267,6
unknown,8861074229118957141_7601732124487116298,17
unknown,8897080302391189451_917668585567922125,11
unknown,8907998089896629113_6381087485032904860,25
unknown,8992676307165663377_6953438497586960703,47
unknown,9171906622109879342_304361400046733316,25
unknown,9212701977749577145_8976492528334837351,25
Auto,7235171748847743315_6296427647785162467,54
Home Equity,343838328924144762_3492969696800660384,41
Personal,1239611999159031207_5667300428335800375,6
Personal,2208125581773304923_1959176895593485768,48
Personal,2312305928428036653_4054887663165649837,13
Personal,2636274668773873905_1563909320701858133,48
Personal,3354991791866950208_2789283280394967194,13
Personal,3602309682911844946_2850638101537729702,17
Personal,4538400665520817924_8704793106159634431,36
Personal,5051009263858806089_4511764025848565480,39
Personal,7256993383525618651_1437801676498210883,13
Personal,7702171128183757229_2650481146144221472,39
Personal,8760661746163455390_1815375597164556175,36
Personal,912480824448714388_3736761053045294228,6
Purchase,288484795250173640_4846088927649227422,35
Auto,2474708424009127740_6184166137492062206,37
Auto,5449213769513377549_8535829162134595421,32
Business Loans,3555041636004748321_5540530313540364189,19
Personal,4418920532864452818_7481466768530833091,6
unknown,6989863702717596443_6120077680430374458,6
unknown,2184701138964264925_781432272198877820,39
Purchase,831768555218223833_2444502050266885981,21
unknown,2405024412667756668_3136928157424655750,36
unknown,8836716285550118233_4975302486253183520,22
Auto,8305277583878689399_392366923475778198,26
Purchase,6608981248792673703_3310129530591630468,12
unknown,8915663671694052586_4410467622662600159,37
unknown,1227856061527644040_801554047223772301,39
unknown,2631173280792616602_3399560526178834278,48
unknown,1501796886428069751_7717624361562818163,26
unknown,5275682663122200167_828615551244363782,17
Purchase,477746976284248054_4071795506479957102,12
unknown,3389685503218896925_8441265357985681398,37
Purchase,6589011623956790156_7919719004416748766,55
unknown,5111844626438669082_4661511508398476342,6
unknown,4826033654693450568_2239291264560288967,48
unknown,7133727602867949853_1288630905145218741,6
unknown,3560906311174473658_9187572579263684406,48
unknown,5196722054128122198_2639718622129815896,18
unknown,6449478595383450437_3263273096272158727,48
unknown,2821944345939865504_1462873118768386514,3
unknown,6128559454994794851_2044509612506531703,25
unknown,510228513405695091_7071452953701786175,36
unknown,4915853866616433776_4771613439717754150,13
unknown,8130387520754819418_1039834262603000629,42
unknown,7980475251634350156_8314704865191566662,24
Auto,3674646424816813102_5114908790835572153,6
unknown,18772153881774028_7012970820816110031,48
unknown,54991356747814439_1498271761466409136,48
unknown,8539880947474785_4556827262204726101,6
unknown,1787742484980876329_4370381411032431418,48
unknown,4416443931555788166_1612011824945377211,37
Purchase,36382786068630357_5775350236631265465,4
Home Equity,8281673708486487862_2360955920485239568,50
Refinance,127201275244510610_1950198281231254337,12
Personal,9186893115558387852_1913655661978903606,12
Personal,3413768945266716972_6765652207214385100,6
Personal,2599876028126419475_5097788044417426997,42
Personal,2546086792439540401_6992228630029626284,39
Home Equity,4718999411594481946_5079484928716621292,26
Personal,7646007871278559975_7270939167766649326,25
Purchase,8370715303814142659_328056150707478802,17
unknown,834682450512727068_4704714301926934735,48
Personal,1198589725549364554_1881342349005544306,17
Personal,1079799681250290861_2901283396440712128,18
Home Equity,5098418460184082706_941815567314562098,37
Personal,3033763124240629064_491481343873714093,36
Purchase,7873617737017810920_3090884792923792475,12
Personal,5687403558812227493_5194416689162112887,1
Personal,2546086792439540401_6992228630029626284,39
Personal,463627860839200586_3532293773113794424,42
Purchase,5389621825383042348_9001226110827918378,37
Refinance,3253146946782454236_6917530212515223520,12
Auto,3674646424816813102_5114908790835572153,6
Purchase,351104053535998454_7913390061776485159,48
Refinance,6632766793551729362_908199334828507387,12
Personal,6275436007624465772_193390456033795652,34
Home Equity,1659177049284426527_2998987564570629107,12
Refinance,8075297266079000398_2621755554132182176,18
Personal,7262239494324322506_1265593392761277783,39
Personal,4964282731399440001_5632983587634978827,6
Personal,8985021143856975067_3393250548411341671,36
Personal,3958662932968361456_7290450527062177860,47
Personal,3636457374598676642_8845372580053314559,25
Purchase,5308184221802363535_1782640361238292596,12
Personal,253844977150435523_2404920439252102488,13
Refinance,266463719876741411_5814773888312150550,53
Personal,8821338562492060097_1145489366607980587,25
Personal,6627552047654905679_1194721902235975619,39
Auto,8879211073522230384_8310160611999545785,9
Personal,2474020595511473310_2554609484915741111,26
Personal,1365577441448990678_2074441734140983849,12
Personal,7981075386925471243_8926678964013229197,21
Personal,676032891728618771_5810151667649074590,17
Personal,1557438382564557809_7972113516884103241,36
Personal,1026731248400437904_6028684065860225918,36
Auto,8495538322343647444_3023466720220848994,36
Refinance,3160871912067296721_33902239242103393,17
Personal,7137614606004941847_3384652826050080306,39
Personal,4573004644915092538_7944370578538517780,22
Personal,6339257540915912086_4367714949421223696,25
Refinance,9143036364389102589_5053814434915944426,55
Personal,2563719245994341373_784380134507345846,53
Personal,4416443931555788166_1612011824945377211,37
Personal,1264642747553118924_2058342359663103047,8
Refinance,5719648320728350574_1628077809116750044,12
Refinance,3015022772323380183_1122979393087320904,13
Purchase,7781893219266525532_4577736282066104570,3
Refinance,6632766793551729362_908199334828507387,12
Refinance,2699622344926426468_2310766973100920925,12
Personal,7113953723061500311_5102385039847094170,48
Personal,7113953723061500311_5102385039847094170,48
Auto,3707143052509724524_99755538252759778,36
Refinance,238667321185651818_1676034447093022496,53
Personal,4201036305594984867_120372431194087726,21
Home Equity,9143523038185008599_1366739113479343598,8
Refinance,8574367490551602838_8674791473572748161,42
Auto,174446480349384849_538486146661568122,53
Refinance,7048912436551731264_2139714880733598223,37
Personal,3373784947881929320_8404194074850663341,25
Personal,3875154385566646062_6019976230116234142,6
Personal,4593630154309082484_5773696654887556672,21
Personal,7099843314028982495_6952482593103102665,37
Purchase,5038032816081975894_8168656331470782118,3
Personal,8357224093014376460_3061526741510939667,51
Refinance,151510669820734903_1929199858174646805,3
Personal,8792934618880294866_5972966240863318813,34
Refinance,3086178466248952129_4843037368238228357,2
Auto,5739386425727846483_5842902622929735701,48
Personal,237493866037295575_6202470764046257276,46
Refinance,7441772629996918670_7588792434794783588,6
Purchase,6884015261575910293_5247041712356263533,12
Personal,8671974343309991883_7431458076903659105,42
Purchase,8481999497815564140_6759003867905360442,48
Personal,7381973491211909060_1209702836923092015,12
Purchase,3499513443236564394_6077317603833393617,1
unknown,1260996237365208443_5334552601117077357,36
unknown,1645477765805169358_4902090540885702240,21
unknown,1874422248090227570_6072302087395315620,36
unknown,1989013500392831677_2949011472949009190,26
unknown,21142415421316137_5865334879184804886,42
unknown,2373605569956568661_9028806549185819620,23
unknown,2440180953667700409_8521768652271416570,12
unknown,2701985264295358809_8443993320851726465,6
unknown,278646360006813073_7146360559292504858,13
unknown,312284136134410222_7707484198341546632,55
unknown,3159317983822475558_1427888824384020572,8
unknown,3252588659880483702_6112522971029102657,26
unknown,3263626009526625962_5140846586335002120,12
unknown,3267597576490470540_2471856137729329090,13
unknown,3684073771963330180_6193895265482091203,47
unknown,3789340722953795566_3411831231162796336,51
unknown,3829720380800284458_5435985411452738681,51
unknown,3904876655683990541_6892420550602648208,27
unknown,3923374834149992646_9219037422569275169,17
unknown,4162701885059376754_3269039150146706763,20
unknown,4549984414999638430_4438303929587444274,36
unknown,458217040250625559_8090498846886282518,34
unknown,4701104003608843612_8884978755053726730,17
unknown,4751181067784553980_3842557433636089390,24
unknown,504799005424513690_7550195459122629066,21
unknown,546943432043207573_2797106172852135206,13
unknown,5808297571648512526_5061069830317808257,12
unknown,6175667298055989317_5661546799535399429,32
unknown,6249727431213745737_296850194416248654,13
unknown,6539594220915177689_591458701718144773,45
unknown,672122122519814785_6290659008924898054,55
unknown,6961795227591064454_1862389000176789371,47
unknown,6982075265905352418_9051095356220492862,39
unknown,6991338201955498612_7978460628762109946,47
unknown,7110622645284700197_4251794011239227628,26
unknown,7119308022269134250_355893620777994420,53
unknown,7140078876451383656_5421530943968182200,42
unknown,7320939648456044344_8578937636977597563,17
unknown,7441703105065729142_4941027797007152994,26
unknown,7535838074577437449_3320495168524189635,6
unknown,7649688953932996853_8263918443964978906,34
unknown,7981365498266827666_8336927559486798494,47
unknown,8355026409770847644_3176074012645594949,36
unknown,8684068214870643396_6809638738442899099,13
unknown,8954151315737722730_9030775774172274539,27
unknown,9029240632102579860_7911207783743438522,27
unknown,9154627651494602392_4410882550597949348,48
unknown,9187616536911743977_8060923110375861864,48
unknown,9218018729722626582_4840797545246640830,26
Auto,1907137361358332943_973686114339030748,35
Home Equity,2055740927750257588_8909379805111842366,12
Home Equity,211786161134608225_840353099344106759,6
Home Equity,4629534773183702975_2294758782809678666,1
Home Equity,4769724791459886346_4504405541145128441,26
Home Equity,7428019097884002031_7310517696855068935,13
Home Equity,7882532534070397109_8655221585749589633,26
Home Equity,8534588660989940305_7731748312012249922,17
Home Equity,9157880558176152001_6014031305871917580,23
Personal,1260996237365208443_5334552601117077357,36
Personal,1420738950638895421_6728985135253129620,17
Personal,2288734056584197045_3166510833039208122,12
Personal,2657882958925033757_5925484823777295865,48
Personal,2751735437331470886_840265058996257056,20
Personal,315361404614560953_8715985718975986835,1
Personal,3461882722921411915_2577535338865397452,12
Personal,3591696393408518271_2179008153867075881,13
Personal,3657647398960145981_7371896092618488732,36
Personal,3731520719339108041_8746099952345881795,36
Personal,4469953690422369232_4571144485099637924,26
Personal,4471487392607685188_8461731724622820407,47
Personal,5264575289143543394_938662044045675164,22
Personal,5434113385800850843_846228461920060875,25
Personal,5839041746491444768_843464196624019304,1
Personal,5922092648250729723_1950846577850796504,27
Personal,606135246239503730_3523986245831096011,41
Personal,6303717482254652219_5032652532746926365,42
Personal,6468764220439772521_1435296222336457238,34
Personal,7315660022445259899_4121338974513040190,53
Personal,7411599589533154338_1272256786361297240,6
Personal,7937684684107883723_2184502935810446531,53
Personal,8271685311442876897_6651388709537366045,34
Refinance,6066012982615149915_3228642216931268773,20
Reverse Mortgage,8483399917843187157_3255621880941903308,42
unknown,2168611674175565528_5421130459633440497,27
unknown,24750375444504969_4119270116023020565,17
unknown,4694663540375830577_7240500165439036666,17
unknown,4703231194418067125_2614114580601888712,6
unknown,5183137394839796558_6822449645346004994,29
unknown,7516335268110661724_4539488002471359962,34
unknown,7819364999403017605_483776812931375566,48
Personal,5139794296338041793_1470374872847366905,48
Personal,55264599917364779_8382824178514009264,37
Personal,8246716349077791270_1805382277749877915,42
Refinance,4929843747702127999_7447877369831585926,3
unknown,1320424255626805054_6312383599832763347,48
Home Equity,3783749915150759586_8482598153662156389,4
Personal,156173280184991276_5747588777682345619,26
Personal,2659410807018461873_324276048524036476,42
unknown,6151414503027823250_2477130777084697381,6
Home Equity,8002616561551122462_3549965843775063352,48
unknown,8334846044403610223_8116035792145621224,13
Home Equity,5643363842167365114_6441709951859051427,13
unknown,5112623875538988208_5667997538066631203,39
Personal,1089228963918435094_8360821625454163244,37
unknown,8171927743473047876_3736700283506827981,12
unknown,1758529534756966412_6719180861976400850,35
Personal,4256660800300561069_8458406218133503530,13
unknown,7910566417041666259_6899958756527544882,24
Personal,2501269799115675295_4125348682551871690,6
unknown,6343525962497165533_1390435921624393352,34
Personal,6343525962497165533_1390435921624393352,34
unknown,7031487060937631481_3476549199924180607,21
Refinance,1109284072185996981_6859514410216529454,39
unknown,8496784305159282938_5418879711806567400,31
unknown,5727189848934178815_3755937087859200125,48
unknown,2602803646061395072_3868850551905061181,6
Personal,7504710051930456333_2235413361578577537,6
unknown,6845037822977147609_683667889208635964,42
unknown,3003947904518874409_3815007749233194244,6
Refinance,4883874250350547935_315846443390365087,13
Personal,3647750948908999616_8093142757441843600,36
Personal,2681930674301045359_6153021928107853138,6
Reverse Mortgage,6379569405522205386_7497832361771847951,39
Refinance,3284262003093175981_2414840982309183813,42
Refinance,3426070957035384740_8856349604754433582,6
Purchase,4344852009923501392_8711289339851470944,34
Home Equity,6094977216975882662_8192569839777442456,36
Refinance,362797167509422214_9033542478117382584,8
Refinance,8051057470106444840_5343094563830800703,12
Refinance,549484509154879916_5198300145282389024,25
Refinance,6898126714243276611_3198253172715435887,17
Refinance,1059196282911337445_8727208433196017485,13
Refinance,5193666984128870068_6220770812584718173,26
Refinance,8208782857893768209_1498295025896075612,13
Personal,4087916515747588903_7371654915094230281,29
Business Loans,5568589482225057026_4844642301844214802,42
Refinance,5792647510241336064_5682162188110124841,12
Personal,5022008067650405913_3692588708961237475,39
Refinance,757513719944593237_8485517109539812606,17
Personal,2003309162662602901_6360818630771250748,32
unknown,8557835966303818412_1985087415083320904,26
Refinance,837233537357901732_4314084906460530953,6
Refinance,1504864630187314899_1831225259562511441,48
Refinance,6969084542680035992_716732748478082706,51
Refinance,4272389204546980564_2309465309576070105,13
Refinance,5492876739086061229_1788857278243430046,23
Refinance,3060050176681418171_7317342290470311608,37
Refinance,3929846183231586855_7388877545276032201,42
Reverse Mortgage,2904653070644142564_8683134764239115722,29
Refinance,967864687331810548_7897180267483931484,6
Refinance,7566157183174867276_7353498813752936540,6
Refinance,2942563617066272955_4631968809633667244,47
Refinance,7417619355685954367_6967677323061203137,24
Refinance,6926953883523829938_4182458973873702063,12
Refinance,927284869253788854_2093918496849590529,6
Personal,8519136097594479932_767111485483474678,17
Personal,7270250343341795970_1153235273472656812,39
Refinance,5653875993111321494_6021655137810087667,37
Refinance,3422630570336114366_2718691530338022096,17
Personal,4226282137372731889_2877915859357059783,36
Refinance,1366111352136413525_3153582504238201642,36
Refinance,7695046121089169017_8544029358698347732,37
Refinance,263705385792829971_4698544072245397001,27
Personal,5373297915647402597_3613907873314648504,6
Refinance,2625221203360281007_7396933853686981633,6
Refinance,128792098043670582_2451950927382443965,10
Home Equity,1683949675295860222_8880566806970059818,6
Personal,9004623590509839532_8613413061909534058,25
Personal,4076533196193941559_8699167802485693665,12
Refinance,5547480461881800010_3203205180317348203,51
Personal,8184699493465340191_4340510049803596012,6
Purchase,6199307862404988687_5911216010007161358,17
Refinance,6199307862404988687_5911216010007161358,17
Refinance,9080892195043141348_5832093436281030092,21
Refinance,671723065747080369_3288635407060380015,39
Refinance,3092149983168419198_5222949620902547933,17
Personal,8099193488300726046_6806260053956483811,12
Refinance,2583676349869187160_6860640727659612184,37
Purchase,6649467914808757302_8431548453699655175,48
Purchase,4503674016265690603_6388748016891803716,25
Refinance,2808074951564050000_9021563371761628044,42
Auto,7246362756283328765_1669570725281569985,29
Refinance,5983232528326854817_5194983687738925169,13
Refinance,3946411258859863051_2391708377203771543,48
Refinance,3317189248144314354_6500224685932972345,42
Refinance,2835276457868810664_5555130429542000999,17
Refinance,3358542039373383973_4559629503350337053,18
Refinance,2029826493185477428_9092972119643422347,6
Home Equity,1262872611404321840_7010835610095231181,47
Purchase,5870262706724662575_2616849417309197377,13
Home Equity,7207332510498724982_7224474656292951323,1
Refinance,8861303422166244211_7486295089864159615,12
Purchase,8851162154327188715_985474122696965938,36
Refinance,4107209306900621816_6040649187267602096,19
Refinance,5879615674529227818_7269215319846597874,4
Refinance,5415885021165436772_6723456194667823919,41
Refinance,4786405853820374658_506912416086614989,36
Refinance,1620232921403523695_2751706498894110169,36
Refinance,8042427239303170245_374099849198052865,48
Purchase,70487457897489649_512524517791575866,51
Refinance,4230270110427113607_123411908766830148,9
Personal,3759567069717957060_3966700510800129105,35
Home Equity,171896835695761082_4573048100664478983,12
Refinance,527070164810058690_1831495408753413066,55
Refinance,6357958510984670408_856741411475157885,17
Refinance,8264306953315314780_7937954536246035036,42
Personal,7914670172033185988_6682130499202967495,48
unknown,955903234298966644_6252082560113552754,6
Purchase,5627893082351458629_6981502629567930743,12
Personal,1277448951440869081_183881997224314649,39
Refinance,4737878519935096976_3682247556501634643,20
Home Equity,3088506682960774704_9192691270423187141,36
Refinance,2313497212020683061_4065949033708186491,26
Personal,3370168746115678311_4902622726358266325,10
Purchase,50772731557560651_6310171060805076585,6
Refinance,885531261543245622_1934425608176912226,42
Reverse Mortgage,7485502681053718527_7159747798516763748,42
Refinance,2573935022392617609_8907900877280602996,8
Purchase,9093623427542072570_2731512817530329163,48
Refinance,5359491354168295316_571392497980338525,40
Refinance,3733096947021583357_4593667929363367284,48
Refinance,6258017623455800658_8113055409172542423,55
Personal,5573713750204643998_6064569380452457497,36
Personal,1409126504499570_7666175114857260534,21
Refinance,4870015716667217396_1615866607776436391,26
Refinance,6934460188975168337_8342325154000558663,12
Personal,7933800957742765283_2787614182812213690,39
Purchase,4751021295397510768_3260466117217538911,28
Refinance,1861760651806375802_1391997702313753734,6
Refinance,287309973770224442_3734162688381227591,36
Refinance,968993345771499083_226271246784892379,12
Personal,3632042699981289618_142303094226495577,34
Refinance,7860530367483376498_417770715624739494,22
Refinance,9166812156039670577_4335831397492591160,48
Personal,5559240468657017191_8302939057019645012,28
Home Equity,6439712107519141002_503975455867105288,53
Refinance,7322073976556695008_8393737080096978346,13
Home Equity,6082983173686926948_1746826331206359931,6
Refinance,3137223169702692430_1209329055224305922,13
Auto,7406285116631655456_6076832845232339292,25
Personal,9013248637393199717_8323508201498060413,48
Auto,3514615336290949676_1953126926743194689,12
Refinance,2498957506981546519_549916515005727056,42
Refinance,3700425891117581362_8727210763129078518,23
Refinance,7555264410731071540_7039052568258768450,47
Refinance,6618131248225566646_1193286450326098741,36
Refinance,3757086044787091326_1314994287834139100,19
Purchase,5285189742912084657_3072114449602158946,47
Refinance,8150324646300337853_1796336983374472664,6
Refinance,3267009924248032667_7281194371004531349,12
Refinance,1035608093065495656_447166736778833409,48
Refinance,5382372349443387760_7382271051149507202,29
Purchase,6731088088073823588_1535435775712043409,55
Refinance,6731088088073823588_1535435775712043409,55
Purchase,3681352227388462921_6192744231767136711,8
Refinance,1414832982157163634_3658172845388233032,9
Refinance,4429163159427912162_4633409224098214479,12
Home Equity,7568264189440070831_6713218153027897333,12
Refinance,27841044907270096_2963101520808383036,47
Personal,7219087315113781889_5369829053979715566,29
Refinance,7237709120338076232_7154241476314271977,12
Refinance,6660349404692950363_360761084209828070,25
Personal,6246303543363315466_6349481843855597400,37
Refinance,2143054547015708258_4951273026837580456,22
Refinance,7664570755033816359_4991084465332665803,2
Refinance,8269539420582041626_7865247771722926160,6
Personal,7862978808932541217_6736685354558738970,46
Refinance,124124581493278021_8995257449373553937,39
Refinance,4084103760984338194_4974403902459507360,36
Home Equity,4629534773183702975_2294758782809678666,1
Refinance,2032082392690895617_7446426825510965852,45
Refinance,7509037501380300010_2187694351466072038,12
Refinance,8595331855712111723_1271250118816243792,48
Refinance,310883665623028143_6965139227208775832,6
Home Equity,668124683049897746_8626301921057586281,9
Refinance,4029077607706177615_2253229214945935142,42
Refinance,8108791431734479123_2820998157810836356,6
Refinance,5887723394192666336_2549825054029135169,49
Personal,2632627576261835713_785148014722278066,6
Personal,6607226239502673205_7462725055525655849,6
Personal,1979752580541743732_507882684233244454,11
Home Equity,7215414489103496350_2785113952325747279,45
Refinance,994994768325796366_491267690130709930,17
Home Equity,1056253918323825287_8937027592717488177,35
Refinance,2256307536417253875_2609312663003192318,12
Home Equity,4329045581512103462_4817801290896088739,37
Refinance,2239741225241772035_1828796488987195799,48
Refinance,6848528124414956073_3746322444700453638,42
Refinance,4277936207615840936_8335086098468345101,36
Refinance,1451499064255381997_8725255647256493469,26
Personal,1855166060771553851_520323446208945970,13
Personal,8166248087934685446_3110058649915082943,42
Refinance,6616167772532028696_3746053158676475950,42
Refinance,7121768822902391010_6986234576768150188,13
Refinance,2171585055148686189_3007039424045271767,37
Personal,4239944442738847759_4965429908395562359,48
Refinance,638867589799589639_4492460554620688175,30
Refinance,9041596216999680743_6324097620419079007,51
Personal,6636174961012277001_1904141204376885955,22
Refinance,1293039956863094192_6412051974899234698,42
Purchase,8734846543718143941_467606338593248086,36
Refinance,793855431844306246_3626126040829550618,42
