Product_Reporting,Visitor_ID,State_Code
Personal,6908341581025838438_4425755619490233080,13
unknown,2819864721384663617_500326103411132313,36
unknown,4403529370513815863_5944759936166431583,48
unknown,6296680012862711350_3121797270420185566,27
unknown,7749864649777246912_2467293115452687790,6
unknown,8620779363252098392_6379271324369607387,6
Personal,8515230695138497601_8690159290355522115,6
unknown,137833306907783585_4670118988861319977,17
unknown,8688966431911094535_8429938754583018663,3
Home Equity,5948444185022357619_7492696215070846586,12
unknown,2426453296879767868_4972861232597638774,36
Personal,5466257750606360714_533869575248408243,48
unknown,3537343650814348429_3935275656373716438,29
unknown,9024359009064252461_785849902217865557,18
Personal,4610293563420037419_486407511469684646,12
Personal,6494172354224352905_5383354107558404891,6
Personal,4482752722984207765_5927911967906617832,26
Home Equity,1720494337434960591_2580745996601938797,36
Personal,325495644900642886_6422409487788108647,47
Personal,2987990894879578149_3138561832246023638,47
Home Equity,8953969944279910503_4742441878112130105,21
Personal,1438414143730974689_2286459883223982665,39
Personal,2072649029676815179_6876064205930028361,34
unknown,4679057448225957790_2975229024833631105,55
unknown,8634439110255564571_3922613373992370788,6
unknown,4098827563028455854_7726021080106812282,47
unknown,7702761416916269234_1375331206183835849,25
unknown,4197571978496708799_8891059599091953402,42
unknown,1931150781813952735_543300540001951538,6
unknown,2265814698252600651_5447982497837585246,22
unknown,5789136233088026537_5630933528507466038,39
Personal,3461475262225430819_7645778577655533554,10
Purchase,6111574026421028906_7552873821310762392,39
unknown,4138696306346257834_4248057956307354125,24
unknown,5931999553495105494_3861129706704828817,26
unknown,5468606911480580668_5361922450767098721,4
Refinance,1856178453421601021_2896423419510777568,34
Refinance,5288551237901920397_2094843185474238252,6
Refinance,6113196123349844656_8380610786498569897,15
Refinance,7037658479315232902_5296075806108677237,26
Refinance,5689215478773959417_7726293176889982214,37
Refinance,5899685246872124180_9053129324060180847,55
Refinance,905878613923918013_5716147758805825190,6
Refinance,7136193629222656517_6289768142254169652,42
Refinance,4138854060502144225_1896620696218046257,24
Refinance,6664209404491105546_1653475023810078742,48
Refinance,4136104572826043055_5111242936414160238,51
Refinance,675008302823914347_5630466600413818277,4
Refinance,4808190595874988147_5953443770483946940,27
Refinance,7104089552792597658_6314166874855185167,41
Refinance,3448341768422099352_2947925069427373371,13
Refinance,5544617880369190425_1473427049128473846,6
Refinance,2824533482831636945_907970303623766114,42
Refinance,4926480629180626793_9216535212017424106,21
Refinance,4168866493025852971_3660479991155413958,6
Refinance,1033658381195443951_4972838596037224623,26
Personal,1812113034800708770_2484952756955612272,12
Refinance,6046996222179861010_7587610390269870889,4
Refinance,5999309307469171271_8361740109157569214,37
Refinance,6909293956114235329_4165095187631699453,6
Refinance,8085961360791044967_7406521874874388135,36
Refinance,466391367949379376_5258287238292043423,36
Refinance,4416324297504372646_7384056976930064521,48
Home Equity,8109867851523739541_6713095229261029683,27
Refinance,3900717669975408880_2456933460279685614,12
Refinance,8236725491628431220_358494606235261300,26
Home Equity,5260967207153618431_1041514696490357395,2
Refinance,8914946758709440544_3825124079408368879,26
Refinance,426951828552897047_5795581450647285821,8
Refinance,3593082642064855447_6909836400445819174,34
Refinance,9191250928688333864_6705242865592370291,42
unknown,3284447257046129682_663683140982025988,18
Purchase,8737322973979564079_4320515000792514694,39
Refinance,5637303838135153524_5646017659798713569,53
Refinance,3046413780005866724_2299135662899419490,53
Refinance,7109054981268372998_9036573889644132214,37
Refinance,110918955901076501_7024565027249264044,6
Refinance,5272157674133762269_5263289297012071684,24
Refinance,4619458385958098400_1969651722970275708,37
Refinance,8194464091472477989_4789720526672293491,51
Refinance,3542134935955293007_8411300475406173898,33
Refinance,6594953499924283301_2992260434738697299,42
Refinance,2197540237122133961_2469053256880160593,53
Refinance,3788414938389623348_6750180631673274785,20
Purchase,9203599843041813967_3952609723309601619,42
Refinance,3797210670266013364_9147701648361011857,41
Reverse Mortgage,255251370950667293_613603735601413045,48
Refinance,5657678361371479387_7834880478506908941,19
Refinance,4862163069967817912_9197469161878388079,17
Refinance,4422936860383548767_3505503775605340720,42
Refinance,3429785216463958615_943840842377396696,6
Refinance,3240173344354707413_231751401020320245,36
Personal,8768895294748978812_3635921944278580505,17
Purchase,1130893218914879575_4520562432363815370,40
Refinance,2538222656756994511_3599270840789172694,13
Refinance,3635536418460036330_6183880760650364983,48
Refinance,8953948913491579613_9163629454587649648,6
Refinance,1099188210853851519_2786702008877745282,44
Home Equity,7149210763428398302_5216415487582342529,22
Personal,5274499375388881718_3303861396780833100,8
Refinance,4514041180385146331_1160460813452148823,45
Refinance,281493291896477252_7415482705419619172,51
Refinance,178862993915997591_3647885156648095241,3
Refinance,926263291450695529_2577963777035631124,22
Refinance,1781513104935692278_9053332722499195085,48
Refinance,2503721992669260354_2342050672864822100,8
Refinance,2642184909654242278_1867057625773871634,48
Refinance,3444163895081503935_7517620775193635650,13
Home Equity,1698018831482656524_7505946749563049872,45
Refinance,4662022771135153535_4671449080059559892,34
Refinance,7058216487734111175_6661338477411881110,13
Refinance,7673383975143100211_987290688148917455,13
Refinance,1270261737540248780_371910458386539927,6
Home Equity,2789325718431668127_3896501817201419893,6
Home Equity,2728311703497057968_2752581787087583647,25
Purchase,4454556136504206218_3358211627415472747,50
Refinance,3640035735294921847_6246926850866664712,26
Refinance,4575868570003233487_7814961738540894077,12
Refinance,7812092200258944603_6686847907723234602,1
Personal,1186612610097838481_6447384928517515158,18
Refinance,8509273113964717640_7049141553109975761,9
Refinance,2926460055325924531_3192326004926953359,48
Refinance,8522748316939481114_2769237801517074848,17
Home Equity,8395556802595075939_1079274344025341634,22
Refinance,596148629302459258_4940133814768952643,51
Refinance,1718317839427421356_6762304451271986607,13
Refinance,8163129017636990799_7781191834171179413,48
Refinance,3436947794067755029_3668629844674222074,17
Refinance,5271688533770537755_4195016720421351709,48
Refinance,6426396357862912308_8997250024377724712,9
Refinance,705953917585083935_5783788816886560811,42
Refinance,7643785756662120909_4901058997636733408,6
Refinance,5242909126845865137_5587970784901644704,40
Personal,4870083231447304303_8922734516257804064,12
Home Equity,4662751232749337646_2653781861340170619,48
Refinance,7306357874261761964_5578735504962682319,6
Refinance,6803554426947204286_4378702680674981973,18
Refinance,1738267787178785756_2467619055849838922,25
Refinance,5264426156780724945_8038407129304521581,13
Personal,9147656276117515122_1939104865267315731,48
Refinance,2151413543497605676_1246855249166689737,42
Refinance,5215020910510548379_5662553896089923739,29
Refinance,4835061731759319747_6139955461516885347,31
Refinance,4712075104649663410_1476857685400321456,32
Home Equity,6434689183132004516_3325225941026742398,17
Refinance,2307515162700519956_7169755043837866951,17
Refinance,4903426823971689748_9219239665696018950,34
Refinance,8541834288381452061_4949257760291931983,48
Refinance,5748931913844118907_7811739004165394573,51
Refinance,6065560184443482080_4524252240590738688,8
Refinance,225870993367776730_5233411027874765468,36
Refinance,7469839029255924180_5094091659241185855,37
Refinance,4301848291988943430_4018436836164060222,47
Refinance,4239512760808416213_6742331568148103011,17
Refinance,4920094665112169341_2319771835320577276,49
Refinance,3337128323104144908_4652162178103094884,26
Home Equity,7894863121705604505_5430235652956058667,8
Refinance,6978870759819529889_7091109260611241583,12
Refinance,8819121788079115212_8087196399757069802,6
Refinance,5353665362438878595_5978855732069158139,36
Refinance,6003410373467103431_6388123132773178193,48
Refinance,4991209170443279020_2611271093477512947,48
Refinance,3614808565068599553_165441886693624880,12
Refinance,3036684253351886767_5300053460821714794,17
Personal,3679122701408311223_5395959595557592315,34
Purchase,5440605300842336121_4451354493122446649,47
Refinance,2330516505008597558_283243898777728270,17
Refinance,537110542561659373_7968346732465280620,12
Refinance,6222209498213105777_2505973325941743301,44
Purchase,1883393142911553296_4481348916766877823,47
Home Equity,2724834157812576417_3186947572605400915,11
Refinance,1090176563784661552_3507874768902193542,26
Refinance,8050616930173736408_804114846184727280,12
Reverse Mortgage,6102798603679441837_8985523295118234248,37
Refinance,6424301431117103920_3064758781023841384,6
Refinance,1448518654287746434_6156043361166461950,36
Refinance,3076151218199459239_5928745841113911671,34
Refinance,8982336091192076452_8286613381296310300,47
Home Equity,4877813025132440657_7252086864733380822,36
Refinance,9176864164707791364_3795712536950088783,12
Refinance,2705301948235035647_846866678850378986,17
Refinance,3710925109428635244_5500665033915822612,37
Refinance,7424980987140424283_4348800783547564788,42
Refinance,2309197572936272399_100485410281287370,17
Refinance,3739680484365202529_6444194340584409089,6
Refinance,7567544243511948984_1580061673013624654,23
Refinance,7853133660551696012_8496642062349664808,12
Purchase,1490222166462676309_2044447146382053347,6
Refinance,3698688183399639511_4098245903664216198,36
Refinance,6361599584716278512_5401642633269121599,13
Refinance,5688731893386295872_8062560907873802189,3
Refinance,7650424730984340125_3644665794627715979,12
Personal,7271735151543273748_2313797940857086940,24
Refinance,4681607691211535715_46786086756478850,37
Reverse Mortgage,6837730292519364816_210745301217591727,6
Refinance,4042633196138876024_8121242676591318017,1
Refinance,7459578319385522056_1284368068761833136,34
Refinance,3637459775938870465_6763810715946103362,17
Refinance,4633351215308221467_4057910422058517674,29
Refinance,8601923852052038495_6181937125019992298,6
Refinance,8420467468496375358_3795898489640521957,40
Personal,6093785679662701587_6214476682307516013,25
Purchase,3233910057322863868_7849488187151963562,44
Refinance,1339324647483846204_5302752374181831270,47
Purchase,5918244153733374694_8225278727503119162,6
Refinance,8591862632156865963_2550095227698728568,39
Personal,7538111316020123579_8915075274931552852,48
Refinance,7805892192935310744_4165430361574111557,1
Refinance,8784022153801191383_226743079872969287,36
Home Equity,8169542855355444026_207256222288845868,6
Refinance,5799679689654899875_8992913467477159681,20
Refinance,2451586661528489931_1315140772037281208,27
Refinance,9135094108737732961_2679510839604795377,24
Refinance,2899498622343910727_1061721970361787566,34
Refinance,2467842204791222880_4390029707017605461,18
Refinance,2886392678876684214_4681586426937630141,51
Refinance,965296050337056679_8195275320136395071,26
Refinance,3004725800299177717_5424811170564674261,31
Refinance,6711371120784646439_7814563011083977506,25
Refinance,3546935079116781583_1548043865207829257,29
Refinance,9144680270292608442_7500241276117237811,42
Refinance,95544154790633476_8180916428086799012,10
Refinance,3372911175358236022_7638561384885393494,25
Refinance,5781027443949129363_3292570041539935794,37
Home Equity,7365745592559448394_3731077858815699288,40
Refinance,9066813028377760399_5472409579682307065,6
Refinance,7504402569794678724_7044875484797013993,48
Personal,987616275224867930_1410265350972542493,24
Refinance,5937183789685579500_5293345002414069110,12
Refinance,8239103638036727739_5891388649066106837,13
Refinance,2554377901793899067_6811797991827447236,12
Home Equity,1280483075812084996_5427751436569486489,13
Refinance,3672980679746569857_5398828538351424344,6
Refinance,5453007610684796101_8863602727183117611,48
Refinance,637315882553088004_6190835467490019737,8
Refinance,8477155503360206326_1558038816560146143,6
Refinance,7853206901015958261_3081788153032062453,48
Refinance,611123361013405764_1737791150408103433,53
Refinance,2973591482631270201_8298278114731532902,17
Refinance,1687628230880018847_6981847562820558125,21
Refinance,8235207494682473747_270070177855191655,48
Refinance,6773060805663584184_620191616686003771,41
Refinance,8393841766372270484_3035849337642668976,48
Refinance,2415601551591394648_1806987956162345678,6
Refinance,3164162424867265298_7333956708223035028,53
Purchase,3698115070749001161_6973176114456089540,36
Refinance,1076873107297507409_6846472209822345571,36
Refinance,2128735349768511893_6015506620201236641,13
Refinance,6514735479742432900_8274377041552546823,51
Refinance,71530448273903622_6163947921089031544,51
Refinance,5741461338567675664_4091175755682737331,22
Refinance,4338139119279449497_8956294562786464257,32
Refinance,7738905327415479439_1828949939118334973,3
Refinance,6511693619703526596_1015547998972546177,6
Refinance,8710853393861306336_2505922122099777471,48
Refinance,7641248258149055184_2209814737045649644,12
Refinance,2868083850098745273_7193150021115258797,51
Refinance,7215206328777544692_6226651413810724418,32
Refinance,4357598221146739442_3298244763494748708,19
Refinance,7680397588490412209_6524273094195815883,36
Refinance,349377121068280666_5957737811214473051,37
Refinance,820946820994342891_247013644661147575,12
Refinance,6592927862942487034_6149734481640937920,13
Personal,5856782014675740555_3897944647129467592,13
Refinance,4834410780464773682_864026824440743575,48
Refinance,4141828647855151962_9059529578482213194,47
Personal,1248222641488715043_2319834994903582927,42
Home Equity,3804164033584073313_6562981861680899963,44
Purchase,5327238414267401846_5784147791574889149,6
Refinance,1169172742157922075_4093240707993718892,37
Refinance,2360143956003425535_4948075843094050190,10
Refinance,6507143977265305585_7234498545678975250,29
Refinance,7832925739287462068_8064779501703372901,6
Personal,7532184748643842541_5217754605298204783,6
Refinance,6523246912829670670_4623808060421487015,6
Refinance,4726647315600909157_7582253674940457287,53
Refinance,809100265383927289_2167809447995341526,48
Refinance,6562848291352164605_3660122461010177479,6
Business Loans,1642951281699859552_710027807844704888,48
Refinance,5113841713007818977_6789201794615159774,13
Refinance,5978364823814890768_1596184843258834464,25
Refinance,5077057649025090069_1836966190143247038,45
Home Equity,5747569273354940516_7403853035887101498,48
Home Equity,4536582300533823758_2360953187292924917,16
Purchase,6709229538964650220_2529088160030499770,13
Refinance,2612908874993578771_6140943802677111148,42
Refinance,5124118823178713412_8809345788781017901,48
Refinance,8864719533214981978_7480409971475233997,17
Refinance,6276604712087950144_4784209427908316665,36
Refinance,3851597902866662070_5726821670491901223,51
Refinance,8648598169256687044_137474908017513769,13
Refinance,3010656935385201513_8039140294351838832,6
Purchase,603488633445776298_8511238185772102122,25
Refinance,7287886857602593601_3625568441403338194,49
Refinance,2740031637576275393_1230988363146799771,6
Refinance,7620018253278038194_8469200636119987068,44
Refinance,1036740270970433956_7402340312161603480,12
Refinance,3000249255207536178_2908605925727353853,1
Refinance,4934440252115490559_6613848168144843475,22
Refinance,8136819050517035847_4064421478882239087,26
Refinance,1451122758573162622_3492207221052021439,34
Refinance,7171057108293512595_1836435417832676576,1
Purchase,7502605996559856984_7972875361804272819,48
Refinance,648515090709665620_1454408611761897518,48
Refinance,2977339721662786313_1705610539124027309,53
Purchase,752932983361488847_7806380000300561798,48
Refinance,8095858420051215901_8489260776452316255,17
Refinance,1968737388874896594_6928312551286605999,17
Purchase,7757688032219001160_5233341499289581796,36
Refinance,2266251738809558978_2166011160569900319,18
Refinance,5918211183652689984_1185050977120698621,6
Refinance,6653534536355949333_9124438121361701705,32
Refinance,2760507545368361458_6259778436176050912,35
Refinance,51174103631496471_7358640930845599479,48
Home Equity,4084391668879889336_9168771301191475954,8
Refinance,2393540842892741724_355283615610946980,6
Purchase,6279837584929519968_5276263785938415262,27
Refinance,8558592928960079792_8705305151360199873,37
Refinance,4462057467423519256_6007585634398987386,1
Refinance,843512472035014087_1344130582940339222,12
Refinance,5935876146932657897_4189206598173858957,34
Refinance,2571762507878332533_2357318923525782293,8
Refinance,4805296696732664566_3919082459366933007,8
Refinance,6187594325161974985_7303227200813819784,26
Refinance,2623540106757000539_2609654138311483025,25
Refinance,8344493891572409157_118848269373410170,15
Refinance,6387362819674093639_8951998488492143001,48
Refinance,718032520948949029_1603869345253618603,6
Refinance,3987698825765194140_7005421706430356929,6
Refinance,3483722363245673927_4639765729848229680,40
Refinance,4222719216540116475_5717388435396206083,6
Personal,4291541638517949867_1116268478478041511,41
Refinance,523975636503485042_6707993002928549363,6
Purchase,1626048271824636301_876404821223130810,55
Refinance,2113985129412691651_6996246644776764476,12
Refinance,6508394396930203052_3948504162225362675,45
Refinance,8970559163899460896_791027317750027198,18
Refinance,4511152407785797866_1687709263184594142,3
Home Equity,8892989846683904185_5755218343829306488,36
Refinance,6127548027745063982_4760759812154390272,42
Refinance,278598549699031137_2220672881179531026,17
Refinance,7778785441162152734_6669801469564692052,13
Refinance,2101919046747974102_7211050076923954297,6
Refinance,8385306927358094255_4728213969121501223,45
Refinance,7424020401033556720_6608830919480950698,29
Refinance,6680516161607125206_7172175273587691285,34
Refinance,4063283203452762449_4073179877893976162,49
Purchase,8070221550679939442_2045193281072056847,25
Refinance,2524122763237559517_1867174732116596794,27
Refinance,7247667091526791089_6810179452905967624,32
Refinance,7135533615108256513_5789744938115815451,36
Refinance,8561547976178737077_903043070393346828,54
Refinance,6135637951014837542_4099242649748101263,29
Refinance,3213345228435837110_4191557885772124583,42
Refinance,33993067704472948_9167251091777687111,25
Business Loans,7889131347597125786_715106081592781646,6
Refinance,1265011050808305270_8152889805040930548,9
Refinance,5421063128406033283_6404351991811778849,17
unknown,8300939151945011750_3837851435367836357,17
Refinance,1670492180163603836_2835626407958677463,16
Refinance,7545859761418224161_3346552670662757612,48
Refinance,6815307802331889782_5292714220574213609,24
Refinance,3336870275169419324_2113626140785991457,6
Purchase,7574496716497624738_8475353696733537482,36
Refinance,1611692697460505040_6742268421401067057,32
Refinance,652910207807716862_4478152941466702886,48
Refinance,6501362871559573107_5384720714192736008,12
Purchase,4836209031186833544_7862647806360386338,39
Refinance,36239954416619669_7845353401045685024,42
Refinance,7142961143235522823_612108279849418458,42
Refinance,3775754226248481923_8788169351590511635,9
Refinance,1425464716439420058_2635621529212385840,13
Personal,8721970583699788529_397484114111596703,6
Purchase,8128689549600806649_5598978494717410361,39
Refinance,649984547888087985_2088800137463658803,36
Refinance,6787838811846528178_6505801682346403377,34
Refinance,3253028639760791385_4611687440069966883,22
Refinance,4888958894002398014_5710043412135851088,53
Refinance,5194878981950974995_7153639289454707730,1
Personal,2405072095991618245_2302654609783653642,53
Refinance,1581459395101388262_4007970931780864063,21
Refinance,8722330466672756562_9166469076927689521,48
Refinance,1695507380752689994_3991298494377972232,39
Refinance,2447891915059237349_3825258625631383403,48
Refinance,4792866611064977277_3074065383400315511,12
Refinance,5973690218408294262_7036577267179725869,12
Refinance,7622548285401872658_1532403213495660076,41
Refinance,4491385969129124342_3874490533435107027,34
Refinance,8828509182426031571_7491322981221388172,13
Refinance,7925012727554909973_7094191371966768049,6
Refinance,56538038665764554_5694820584350588067,6
Refinance,5831635247764893729_6978454491423225818,1
Refinance,8094810954135839234_6129861368652151121,18
Refinance,3704018628649451262_8177063288513599188,24
Refinance,2010194502291567953_4285747170483297358,8
Refinance,5148623306851791621_947928370400064457,51
Refinance,6279449460723682397_7775874578464173961,6
Refinance,9013307421677015146_1477574705893787104,39
Refinance,7533112717025404496_978377645306080806,9
Refinance,3917625353200446192_7673370212307381566,12
Refinance,8487631662433426074_8558766242358376654,3
Refinance,5825321976868082819_5785341932883792109,39
Refinance,4932281011274917048_3903625413027323045,8
Refinance,967189165501349271_6937571449767267111,17
Refinance,6262086577651587038_2672187443169368073,6
Refinance,1244276200855337268_5177360186118559495,25
Refinance,2109243717281839535_6548695664504499281,53
Purchase,8402826612617104186_7782900767529478172,12
Refinance,7363737392022130484_8468273469405260249,23
Refinance,8580359739242475840_5177080411683304381,42
Refinance,4264508564216421456_6915521243258568241,12
Refinance,6647211422941464584_1269410003645706509,17
Auto,7876295987652360421_8958800792266178988,6
Personal,2319446950724001428_6457059482408791297,26
Refinance,5380328149622323382_8443823365585774582,6
Refinance,6345612518487701382_2086969951527645601,25
Refinance,6272551670559416649_2375955162737783430,34
Refinance,42090157766323357_8325191375775840851,13
Refinance,8052272051956229690_5408570860468712461,13
Refinance,8000678773040950489_5331163595418425661,25
Purchase,567501296064204886_4854463219834498345,12
Refinance,1803769707582256689_8772640935798876033,36
Refinance,3690815340256508040_166269855155589006,6
Home Equity,4366727827114606574_7049783258934114841,37
Refinance,4011421496197456682_3421031239239370225,25
Purchase,426341778020380565_4805782250270823346,34
Refinance,841078486097217667_5324208369778628115,6
Refinance,8276738298290118407_6549693582602705298,12
Refinance,2197274497034266160_8780096063758689808,12
Refinance,8797009272487146833_620768837553084821,39
Refinance,4401673997783342182_4848341447342507163,20
Refinance,2647767991547994363_5659246803576796241,6
Refinance,9054493981281511170_4555225406942783008,6
Personal,6645961679429609330_4345472282228480532,9
Refinance,2879907357461013869_2517436623856075290,9
Refinance,7348067235259961280_3241976356514079271,24
Refinance,8610084240582075119_2643358108508623196,17
Refinance,4013948411307813257_938050321424551890,41
Refinance,1177048581526746051_2597888570805816509,55
Purchase,5948444185022357619_7492696215070846586,12
unknown,4712026141193468362_8991418032211374741,8
Refinance,3279414386839288873_8557444989802099358,48
Refinance,2397688690000787594_7838341405603543345,27
Refinance,6284146405948999250_7164979502507475778,49
Refinance,7393150258280067859_595875829815155488,4
Refinance,2251878656273648180_7519106888253761115,48
Refinance,1977990231769849260_4867270604708798980,39
Purchase,8553617461899856323_6890022657870766591,13
Refinance,5484529898813315626_1379668277849142754,39
Refinance,3904187786467245916_8679238681230209986,25
Refinance,5719546152451985178_3691053159013726131,6
Refinance,1343825895442163567_4403294108059763147,6
Refinance,5170217918581656431_2063298661267913454,37
Refinance,2427414356109288583_4739343911449215237,12
Refinance,8574722356307344423_347597100705019438,42
Refinance,3042380118548720203_6205392637306922729,6
Personal,4397848431073497153_6433571947428643333,6
Refinance,4202825622497651550_5069357589578073120,6
Refinance,5495205033490360321_6668616572045548029,18
Refinance,5584305333021252010_2794202293703172730,36
Personal,1888708150282137841_3060630827275647717,13
Refinance,3290183560628721142_7247720162255308515,36
Refinance,6250858397870874334_1956550232362375815,36
Refinance,6586137290405531452_2571107780193036571,24
Refinance,4380592335505501151_6193048484290208437,26
Reverse Mortgage,872403055311076206_3261571772116999664,26
Refinance,4292862653826433087_7399073637210310314,25
Refinance,5784114262440771205_2606020573388928926,13
Refinance,6298152665709178756_3237840361976141641,53
Refinance,1980442450591826327_4043004099903666882,6
Personal,7158501617956029970_1545150250827651571,48
Refinance,2185002715981267757_3461618082520876352,6
Refinance,1436540301593428746_7576609690423877301,13
Refinance,8672935698379066874_7458624657283175816,34
Refinance,7486609151150426392_2893117858854462262,34
Purchase,6111574026421028906_7552873821310762392,39
Refinance,148994131124668655_1179542895147741801,47
Refinance,722607098547580052_8933506760732318653,56
Refinance,507811490473569720_5637695888316300920,48
Home Equity,2704289775021413698_5869216810805006957,6
Refinance,2345782231765751318_2839130691590393737,48
Refinance,7799060826801472353_2315345588428104987,48
Purchase,8818901130210069732_2116663117588072552,6
Refinance,1971448840782640318_3765276451772155659,39
Home Equity,1466481601079532203_4205166812440722254,6
Home Equity,1483912173958147795_4938901680320376238,6
Refinance,6462074526831588342_386997023863532816,17
Refinance,3631058743571344866_6063497917170035977,29
Refinance,5855014697558571960_8611422394021803408,29
Refinance,4861784989409478254_7192950357786713987,25
Refinance,5665920185505173717_6481638994300632791,10
Refinance,2305400530018587926_2873714617325174478,12
Refinance,2093987658870462255_8782673910751278777,36
Personal,2966646720486166557_7525466110715859391,55
Refinance,5942535241305185422_3396163117940237346,39
Refinance,7488619777027541744_5180398278292835258,24
Personal,6849992782578225544_8885557835881632950,13
Refinance,1190817939420938248_6304931380903733248,6
Refinance,4282905317030240747_6765648481652632300,12
Purchase,1267710757403777663_5793894409994230956,17
Refinance,5729001921060371728_2205050320141622218,12
Refinance,3809395998386102193_9116370322224416269,48
Refinance,4228028323569635949_8732733053317362359,34
Refinance,8209371527209655949_3287855507402763392,13
Refinance,527786786991469063_8050761832917647577,17
Refinance,7530350518529748429_7494294659787632529,17
Refinance,5926251068255947235_5813838232128721212,21
Refinance,7512771420426246640_8758713047453770433,55
Personal,5913804083502373084_2138389320507011171,48
Refinance,5875653599173860200_6536862452314332627,51
Purchase,2154296156480802429_7087134882493785989,48
Purchase,5222709366760953191_4162791186926236436,39
Refinance,629909196308734468_2859561730350844777,44
Refinance,6914719688876228522_2304164902912705265,18
Reverse Mortgage,5458231000039350494_6099114414173861558,34
Refinance,3176340048318283218_1394049686120652692,34
Refinance,2886936195521676478_7588540719163397611,12
Refinance,6664209404491105546_1653475023810078742,48
Personal,2422629860205094440_3449035080277082378,23
Refinance,4919361364761781416_4520087869964585077,53
Refinance,5007526774801696289_709291628074608354,12
Home Equity,6996168101010280497_6181841658409895998,13
Refinance,331570372026674764_3941794541483771375,48
Refinance,6011793780958545240_472815561161417869,20
Personal,1123563400054805116_9003878523046601196,8
Refinance,7118868401813773379_9039332593474260487,55
Refinance,9078264319840287039_8323445961612559628,48
Purchase,40832331257458523_8588980739572702006,34
Refinance,5431916084154937984_5822918458904797110,48
Refinance,4373372658269960846_5500204302019242999,40
Refinance,4121033398086907369_1712396509329425500,39
Purchase,302597734443201311_1104281309770858945,36
Refinance,7553240094211726939_7961811538145354143,55
Refinance,510339303530902377_7482896273783996811,1
Refinance,207957415060576829_96218214630068637,39
Refinance,7219048973865297952_3667057589900716530,29
Refinance,7908415989668825658_1376540845074717966,15
Refinance,2049178991473640003_7441200978779352319,17
Refinance,7682816283620096981_5764428967518745057,11
Personal,4598111032894797264_4662133691758726352,13
Home Equity,6456249421364516955_128545018950041789,25
Refinance,6555889250954716556_7054988068582133367,4
Refinance,5357126133351912243_5046441324833470392,32
Refinance,18414458194522812_6379134826214039993,9
Refinance,1980442450591826327_4043004099903666882,6
Refinance,118127361149562500_4941711025192703088,1
Refinance,8445946391569596974_3049052569421015308,42
Refinance,946697522354791604_6966177489988080422,13
Refinance,8761391166383861156_23019125193018480,24
Refinance,8247229017256012018_3297964760564895798,17
Purchase,621696508935928237_6925996619943550934,48
Refinance,6496620185443938583_2702320146449942309,42
Refinance,1905919386492589918_7753607713988289995,17
Refinance,8762546047001653187_7836708262985004345,6
Refinance,3468844958915837535_7024889574072362143,21
Refinance,3325671169975507260_4899393959751177070,37
Refinance,3052262220945616607_7094488325093866640,17
Refinance,433685103651420759_5702220635426272373,12
Purchase,4801384943580118688_9048577037953545916,12
Reverse Mortgage,8398957978056319718_5324391566885303662,12
Refinance,6379377386844668945_5889333703707704343,55
Refinance,6878450603845012131_1457211536762155504,48
Business Loans,3296339474283427554_3905957406537789586,12
Home Equity,6598220660037259335_6435231406812632883,36
Refinance,7789880542981363989_1821190523321850722,34
Refinance,3378251252748421513_8212624365533767678,8
Reverse Mortgage,8236350657893367954_2252192127683083996,13
Refinance,2901635081125872222_186492602666875926,48
unknown,7194480804617268405_5785128875460366553,41
Personal,8535258489476569252_2997602762371219712,17
Refinance,4979691220626569298_8305268818112654090,42
Refinance,1289440280243523312_7966335154965981638,42
Refinance,1844036401519293834_6969567199702353365,51
Refinance,2940407331118352028_6718612562482459424,37
Home Equity,2369882325398145914_8128036291772188796,48
Refinance,6000356530765006698_3377390068241778412,8
Refinance,5799679689654899875_8992913467477159681,20
Home Equity,7388726687443644755_4140539971196499703,27
Refinance,4988003374965964502_4164881651011482890,51
Refinance,7128341377569237750_1368775984829678479,36
Refinance,8978082580003412522_5035592622480928656,37
Refinance,256947168481299452_6700182898121341703,25
Refinance,3683454946802923481_7829280780254619732,26
Refinance,2234676806390712422_5436727881276166060,37
Refinance,4822172013058363971_4071707099295033674,30
Refinance,1592228757697398808_5594496257842070271,13
Home Equity,8857655967286175533_6598601253293351751,6
Refinance,6923654787441000991_1325165516275103703,30
Refinance,6373289749675803961_6137923007477471776,42
Refinance,1617303425692561773_3505961937695018421,12
Refinance,5065816645020613181_5467057904196921194,17
Refinance,6067752720347619560_5332998207629420741,17
Refinance,136339012768113192_5814296688297066353,6
Refinance,681358034702753955_5095540547829623626,34
Refinance,1025006640447632412_5843744046899396552,39
Refinance,7425977693922063193_6502608623237716121,13
Refinance,3960400280296433512_46155114802338943,17
Refinance,1911094073848173795_936941902969007378,12
Home Equity,4301409512025929478_6912898630791703763,53
Refinance,2116284618366881926_3384031365775557364,34
Refinance,6289673231536710305_1346147357545792568,6
Refinance,3602678265218489597_6382262974341205754,6
Refinance,5742541597840622257_5670494110802052814,13
Refinance,5209861837711580240_204742633560391682,37
Purchase,4384670169217948464_974576310762735376,13
Refinance,8709756178578548590_1007711073541411084,6
Refinance,7266414330214617545_8104254085556643435,37
Refinance,4147501919776004553_1566029884382952598,26
Refinance,3079146129678951206_932162493723958112,6
Personal,2923402916723162613_615456823097634770,12
Refinance,7804335074055042338_844510267922210434,12
Refinance,5926470159004254512_8211478271705198791,37
